Record_ID,OpenAlex_ID,Year,Title,Abstract_Screening_Text,Automated_Triage,Automated_Triage_Reason,Audit_Decision,Audit_Reason,Audit_Notes,Assisted_Recommendation_v1,Assisted_Reason_v1,Assisted_Confidence_v1,Manual_Audit_Decision,Manual_Audit_Reason
2761,W2187168379,2014,Overcoming access barriers to health services through membership-based microfinance organizations: a review of evidence from South Asia,"It is a challenge for the poor to overcome the barriers to accessing health services. Membership-based microfinance with associated health programmes can improve health outcomes for the poor. This study reviewed the evidence published between 1993 and 2013 on the role of membership-based microfinance with associated health programmes in improving health outcomes for the poor in South Asia. A total of 661 papers were identified and 26 selected for inclusion, based on the relevance and rigour of the research methods. Of these 26, five were evidence reviews. Of the remaining 21 papers, 12 were from India, seven from Bangladesh, and one each from Sri Lanka and Indonesia. Three papers addressed more than one theme. Five key themes emerged from the review: (i) the impact of microfinance programmes on the social and economic situation of the poor; (ii) the impact of microfinance programmes on community health; (iii) the impact of integrated microfinance health programmes on raising client awareness; (iv) the impact of integrated microfinance health programmes on financing health care; and (v) the impact of integrated microfinance health programmes on affordable health-care products and services. The review provides new evidence on the pathways through which microfinance helps to improve population health and value for money for such programmes. Among countries with large populations in the informal sector, there is a strong case for policy-makers to support these groups in providing access to life-saving health care among the poor.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Unclear,Insufficient title/abstract information; requires full-text or additional metadata
6678,W3088009795,2020,Data for: Insurance and Solidarity. Experimental Evidence from Cambodia,"We conducted a lab-in-the-field experiment in rural villages in Northwestern Cambodia, complemented by a detailed household survey, in order to study whether solidarity is conditioned on the availability of insurance. The game played in the experiment is a modified version of the dictator game. It is one-shot and is played anonymously. In the experiment, subjects are randomly assigned the role of provider or recipient. All receive the same endowment. Recipients can lose a large proportion of their endowment due to a random idiosyncratic shock. Each provider is anonymously matched with one recipient who she can transfer to in case the recipient experiences a loss. We apply a 2x2 design. First, we vary whether recipients have the option to purchase insurance that covers the loss from the shock and thus renders a transfer from the provider unnecessary. This allows us to test whether providers transfer less to a recipient who had the option to purchase insurance. Second, we vary whether recipients are informed that they are matched with a provider who can transfer to them in case of a loss. We can thereby test whether providers reduce their transfers by less when the decision against insurance was made by recipients who were uninformed about the provider compared to when the decision was made by recipients who were informed. The design of our study allows us to relate the subjects' behavior in the experiment to their real-life experience, both in terms of informal support and exposure to insurance. We elicited a rich set of support network characteristics as part of the household survey that preceded the experiment. This allows us to test whether conditional solidarity is more pronounced among subjects who are more engaged in informal support. Furthermore, we selected our sample such that around half of the subjects had access to health insurance, due to their place of residence, while for the other half health insurance was unavailable. We can thereby relate insurance familiarity to a subject's propensity to condition support on the insurance option in the experiment.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Include,Meets primary financing-approach/UHC eligibility at title/abstract stage
13895,W7161795768,2026,Physiotherapists’ and occupational therapists’ perspectives on challenges and opportunities for equitable stroke rehabilitation in northeastern Tanzania – a qualitative study,"Low- and middle-income countries worldwide, including Africa, are facing rising incidences of stroke and increased need for stroke rehabilitation. This study aimed to explore rehabilitation professionals’ perceived challenges and opportunities for achieving equitable stroke rehabilitation in northeastern Tanzania. In this descriptive qualitative study, semi-structured individual interviews were conducted with eight physiotherapists and four occupational therapists. An interview guide covering the theme of stroke rehabilitation was used. The face-to-face interviews were audio recorded, transcribed verbatim, and analysed using inductive qualitative content analysis. The overarching theme Raising awareness of rehabilitation while overcoming systemic barriers for stroke rehabilitation was based on five categories: 1) Influenced by the cultural context, 2) Awareness of rehabilitation opportunities, 3) Economic and social resources, 4) Inequitable accessibility to healthcare, and 5) Lack of coordination and consensus in healthcare structure. The therapists expressed multidimensional needs to facilitate rehabilitation after stroke. Main challenges included systemic barriers within the environment, resources, and healthcare structure. Possible assets included advocacy for rehabilitation, community solidarity, and creative use of self-made aids and adaptations. Furthermore, the development of a culturally adapted national guideline and expanding the National Health Insurance Fund could facilitate more equitable care and rehabilitation services. Increasing awareness and knowledge of stroke rehabilitation and medical conditions among the population of Tanzania is essential to increase the number of people who seek and receive medical rehabilitation following strokeExpanding community-based rehabilitation for people post-stroke is essential to reach people in rural areas of TanzaniaIncreasing the number of rehabilitation professionals in Tanzania is imperative to meet the growing needs within stroke rehabilitationDevelopment of a national stroke rehabilitation guideline to standardise care, support referrals, and promote multidisciplinary collaboration would help collaboration to reduce therapists’ challenges in stroke rehabilitation in Tanzania Increasing awareness and knowledge of stroke rehabilitation and medical conditions among the population of Tanzania is essential to increase the number of people who seek and receive medical rehabilitation following stroke Expanding community-based rehabilitation for people post-stroke is essential to reach people in rural areas of Tanzania Increasing the number of rehabilitation professionals in Tanzania is imperative to meet the growing needs within stroke rehabilitation Development of a national stroke rehabilitation guideline to standardise care, support referrals, and promote multidisciplinary collaboration would help collaboration to reduce therapists’ challenges in stroke rehabilitation in Tanzania",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Map only,Relevant to broader UHC/health-system knowledge map but not primary financing-approach synthesis
10133,W4391146254,2024,Economic Burden of Accidents and Injuries in India: What Does 75th Round of National Sample Survey Imply?,"Background: Accidents and injuries constitute a sizable share of mortality and morbidity in low- and middle-income countries. This affects the most productive age group and increases disability-adjusted life years (DALYs). It results in a substantial financial burden on the households. To explore the economic burden of accidents and Injuries on Indian households and to find how the catastrophic health expenditure (CHE) from accidents and injuries affects the population. Another objective is to explore Catastrophic out-of-pocket expenditures (OOPE) patterns and distressed financing of households in India. Materials and Methods: round of nationally representative surveys, that is, the National Sample Survey (NSS). Authors have analyzed the data using descriptive binary logistic regression analysis to estimate the rate and average days of hospitalization, average OOPE, and share of the population experiencing the catastrophic impact from the health expenditure separately from the public and private healthcare institutions. Results: The study observed that hospitalization in the private sector imposes 72% of households incur CHE at more than 10% cut-off and 41% at more than 25% cut-off. In comparison, it is less in the public sector, with 22% of households incurring CHE at more than 10% of annual per capita household income and 9% at more than 25%. Conclusion: The increasing incidence of road traffic accidents (RTA) is a concern for the overstretched health system. The government should provide better healthcare facilities and universal health insurance coverage to ensure patients' speedy recovery and financial security.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
2128,W7128396002,2012,Evaluating the Impact of a Mobile Money-Based Conditional Cash Transfer Programme on Antenatal Care Attendance Among Pregnant Adolescents in Adjumani's Refugee Settlements,"Pregnant adolescents in refugee settings face significant barriers to accessing antenatal care (ANC), contributing to poor maternal and neonatal outcomes. While conditional cash transfers (CCTs) can improve health service utilisation, evidence on mobile money-delivered CCTs for this group in humanitarian contexts is scarce. This protocol describes a study to evaluate the impact of a mobile money-based CCT programme on ANC attendance among pregnant adolescents in refugee settlements in Adjumani, Uganda. The primary objective is to determine its effect on the proportion completing at least four ANC visits. Secondary objectives are to assess changes in early ANC initiation and to explore participant and healthcare worker perceptions. A mixed-methods, quasi-experimental design with a concurrent control group will be used. A cohort of pregnant adolescents will be recruited from intervention and control settlements. Quantitative data on ANC attendance will be collected from health records and surveys at baseline and post-intervention. Qualitative data will be gathered through focus group discussions and in-depth interviews to understand contextual factors and implementation experiences. Analysis will involve multivariate regression and thematic analysis. As this is a study protocol, no empirical findings are presented. The anticipated primary outcome is a measurable increase in the proportion of participants achieving four ANC visits in the intervention group compared to the control. The study is expected to generate evidence on the feasibility and impact of a mobile money-based CCT strategy to improve ANC uptake among this underserved population in a humanitarian setting. Findings will inform recommendations for the Ugandan Ministry of Health and humanitarian partners on integrating digital CCTs into adolescent sexual and reproductive health programmes in refugee settlements. Policy considerations for scalability will be provided. conditional cash transfer, mobile money, antenatal care, adolescents, refugee, Uganda, humanitarian This protocol contributes a detailed methodological framework for evaluating a novel digital health financing intervention aimed at a vulnerable population, addressing a critical evidence gap in public health practice within refugee contexts.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Include,Meets primary financing-approach/UHC eligibility at title/abstract stage
13079,W7172448831,2026,Disability and Social Protection in Ghana,"The book offers valuable insights into contemporary debates on disability and the development of social protection systems in Ghana and other countries of the so-called Global South, addressing perspectives that have received limited attention in existing scholarship. By integrating historical perspectives and contemporary philosophical debates on African conceptions of community, personhood, reciprocity, and social justice with resource theories and empirical evidence, the author develops a nuanced framework for understanding the relationship between public and indigenous social protection. Based on the experiences and perspectives of users with disabilities, the study offers new insights into the complementarity of state and indigenous social protection structures and their significance for inclusive development. Over the past decades, public social protection has emerged as a critical pillar of the international development discourse. Social protection programmes in countries of the so-called Global South have undergone systematic expansion, driven by multilateral and bilateral development agencies. This trajectory is also evident in Ghana, where a neoliberal approach to social protection, centred primarily on targeted transfers for specific groups, was established in the wake of structural adjustment programmes in the 1980s and 90s. Among other critiques, it has been challenged for isolating vulnerability from the broader systemic processes that have produced the very conditions it seeks to address. At a practical level, this meta-critique is closely connected to the issue of context responsiveness in social protection schemes, a concern that lies at the core of this study's research focus. Ghana’s current social protection schemes operate predominantly as economic interventions, often overlooking other forms of resources that complement economic support and are essential for sustaining livelihoods. This study focuses on these diverse resource forms, as well as the dynamics and institutional rules that govern their access, exchange and conservation. While social protection interventions are typically designed on the assumption that they align with the individual resource arrangements and needs of their intended beneficiaries, empirical evidence suggests only a weak correlation between externally defined resource perspectives and individuals’ subjective assessments of their resource situations. This discrepancy poses a significant challenge for the design and implementation of social protection schemes. The study examines selected public social protection programmes in Ghana – the Disability Common Fund, Livelihood Empowerment Against Poverty (LEAP), and the National Health Insurance Scheme (NHIS) – and their implications for the livelihoods of persons with disabilities. Drawing on qualitative interviews with programme users, disability advocates, and social welfare practitioners, it explores the explicit and implicit assumptions about beneficiaries’ individual resource arrangements that shape design and implementation practices of these programmes. It analyses the demands these assumptions place on recipients and assesses the extent to which they align with beneficiaries’ lived realities and perspectives.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Map only,Relevant to broader UHC/health-system knowledge map but not primary financing-approach synthesis
8598,W4283016945,2022,Conceptualizing monetary benchmarks for health investments toward poverty reduction in low- and lower middle-income countries,"Public spending can improve population well-being, for example, by averting or reducing poverty. We aim to conceptualize monetary benchmarks for health sector investments oriented towards poverty alleviation in low- and lower middle-income countries. These benchmarks are meant to indicate the approximate range of health sector costs incurred to avert a single case of poverty across countries. Such conceptualizations could help identify the health interventions that are worthwhile investing in from financial risk protection and social welfare standpoints. We sourced secondary data from the World Bank for low-income and lower-middle-income countries over 2002-2019, including: per capita government expenditures on health, the proportion of a country's population living under the international poverty line ($1.90 per day, 2011 Purchasing Power Parity), and the features of national social protection programs whose primary intent is poverty reduction. We then examined the associations between poverty headcount and per capita government health spending to gauge the potential relationship between this spending and poverty reduction. Subsequently, we derived a range of plausible poverty reduction benchmarks (PRBs). We also computed the per capita costs of national poverty reduction programs so as to contrast these with the estimated range of PRBs. Priority setting in low- and lower-middle-income countries could be informed by health-sector PRBs, in addition to burden of disease and cost-effectiveness considerations. The computed PRBs, expressed in dollars per poverty case averted, can possibly be viewed in a manner akin to economic evaluation thresholds which are usually expressed in dollars per disability-adjusted life year averted.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Map only,Relevant to UHC/health-system knowledge map but no explicit financing-approach evaluation,High,Include,Meets primary financing-approach/UHC eligibility at title/abstract stage
13678,W7154848103,2026,Guide to India 2026,"India has, between 2021 and 2026, assembled a formalization stack that reduces the cost of bringing an informal worker, vendor, or small enterprise into the formal economy to approximately zero. This paper describes that stack and argues that it constitutes a replicable development model for economies where the binding constraint is not demand but formalization. The stack has seven operational layers: Aadhaar as universal biometric identity; UPI as mandatory-interoperability payment rail; ONDC as open commerce protocol; GST 2.0 as a simplified two-slab compliance infrastructure with automated returns; the Labour Codes 2025 as the first legal recognition of gig workers in Indian law; Bhashini as AI-powered language access infrastructure for 35 languages built on crowdsourced community data; and WhatsApp as the encrypted communication layer of the informal economy. A three-tier healthcare stack — PM-JAY catastrophic coverage for 550 million, ESIC for formal sector workers, and 173,000 Health and Wellness Centres for primary care — decouples health protection from the employment relationship for the first time. The measurement instruments are two public monthly data series: GSTN transaction volume as the formalization proxy and UPI volume as the money flow proxy. The paper includes journalist translation guides mapping each layer to its closest equivalent in the United States, United Kingdom, France, and Germany, and a practitioner appendix for NGOs on enrollment procedures for each scheme. Nothing described is proposed or projected. Every layer is operational as of March 2026. Keywords: India Stack 2.0 · Aadhaar · UPI · ONDC · GST 2.0 · Bhashini · WhatsApp · PM-JAY · Ayushman Bharat · gig worker formalization · Labour Codes 2025 · constraint-based development · informal economy · digital public infrastructure · per-transaction welfare · Namma Yatri · VAHAN · e-Shram · BhashaDaan · AI4Bharat · Jan Dhan · end-to-end encryption · whistleblowing infrastructure · language sovereignty · development leapfrog · formalization cost · GSTN transaction volume · UPI transaction volume · Health and Wellness Centres · ESIC · Karnataka Platform Workers Act JEL Codes: O17 · O35 · O53 · J46 · J83 · H26 · H51 · L86 · I13 · C55 The JEL additions over the previous version: O53 (Economical Development — Asia including Middle East), J83 (Workers' Rights), H51 (Government Expenditure and Health), I13 (Health Insurance), C55 (Large Data Sets). These reflect the healthcare and language layers that were added.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
7114,W4396848751,2020,Self-Reported Morbidity and Health-Seeking Behavior and its Predictors Among a Geriatric Population in Western Ethiopia: Community-Based Cross-Sectional Study,"Beshadu Bedada Feyisa,1 Seble Fekadu Deyaso,2 Gosaye Mekonen Tefera3 1Department of Public Health, College of Medicine and Health Sciences, Ambo University, Ambo, Ethiopia; 2Department of Sociology, College of Social Sciences and Humanities, Ambo University, Ambo, Ethiopia; 3Department of Pharmacy, College of Medicine and Health Sciences, Ambo University, Ambo, EthiopiaCorrespondence: Beshadu Bedada Feyisa Email beshadubedhadha@gmail.comBackground: Planning for health care services provision depends on the morbidity profile, health-seeking behavior (HSB), and its predictors. Thus, this study aimed to identify the level of self-reported morbidity, HSB and its predictors.Patients and Methods: A community-based cross-sectional study was conducted among the geriatric (≥ 60 years) population in West Shoa Zone. A multi-stage systematic sampling technique was employed to select the study participants. After testing for collinearity, variables with p-value < 0.25 on binary logistic regression were entered into backward multivariate logistic regression analysis with statistical significance at p-value < 0.05.Results: With a response rate of 98%, 779 study participants were recruited. The median (IQR) age of the respondents was 70 (70– 78) years. Five hundred eighty-four (3/4) of the study participants reported that they experienced morbidity at least once in the year before interview. Of 584 study participants, 53.9% had poor HSB. Living in village (p-value = 0.034), being housewife (p-value = 0.048), wealth index [being rich (p-value = 0.033), being in moderate economic status (p-value= 0.001), and being poor (p-value= 0.049) relative to richest], being head of polygamous household (p-value= 0.019), non-smoker (P-value = 0.012), not having community-based health insurance coverage (CBHI) (p-value< 0.0001), having ≤ 3 times number of illness (p-value < 0.0001), self-medication (p-value < 0.0001), not having hypertension (p-value=0.016), not having diabetes mellitus (DM) (p-value=0.012), and not having oro-dental problem (p-value= 0.043) were positively associated with poor HSB. Nevertheless, self-perceived mild severity of illness (p-value= < 0.0001), good health status (p-value= 0.001), and not having musculoskeletal problem (p-value< 0.0001) were negatively associated with poor HSB.Conclusion: There was a high prevalence of self-reported morbidity and poor HSB. There should be an effort to improve the HSB and CBHI utilization of the geriatric population by all stakeholders. Moreover, modifiable predictors of HSB needs to be improved.Keywords: self-reported morbidity, geriatrics, health-seeking behavior; HSB, predictor, Ethiopia",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
5632,W2974215032,2019,INFLUENCE OF THIRD PARTY SYSTEM ON RATIONAL DRUG USE IN A TERTIARY HOSPITAL IN BENIN CITY NIGERIA: EXPLORING SYSTEM DYNAMICS,Catastrophic spending is a major limitation of access to quality health care especially in developing countries. Health insurance enables resource pooling and burden sharing serves as a way of eliminating the challenges. The study assessed the level of rational drug use in National Health Insurance Scheme (NHIS) andnon-NHIS facility based on World Health Organization’s (WHO) Standard Drug Use Indicators to generate data for planning and policy. The study was a cross-sectional survey. Drug utilization in the NHIS and non-NHIS facilities was benchmarked withthe WHO Standard Drug Use Indicators.The data was summarized with descriptive statistics. The average number of drugs prescribed per encounter was 3.92 (with range 3.80 – 3.97) for the NHIS clinics and 3.15 (with range 3.05 – 3.30) for the General Practice Clinic (GPC). The average percentage of drugs prescribed from the National essential drugs list was 80.46 (range 40.18 – 92.90) and 90.10 (range of 86.38 – 94.37) for the NHIS and GPC clinics respective. The average percentage of encounter with antibiotics was 12.77 (range 6.48 – 15.44) and 12.86 (range 10.22 – 15.46) for the NHIS and GPC clinics respectively. the third party payment system operational in the NHIS facility negatively influenced drug utilization.,Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Include,Meets primary financing-approach/UHC eligibility at title/abstract stage
8565,W4281843099,2022,When too much is too much,,Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Exclude,No substantive financing approach/UHC-financing signal,High,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
5091,W2790444521,2018,Willingness to Pay for HIV Self-Tests Among Women in Kenya: Implications for Subsidy and Pricing Policies,"To the Editors: INTRODUCTION With roughly 30% of all people living with HIV globally remaining undiagnosed, innovative HIV testing approaches are essential for meeting the first of the UNAIDS “90-90-90” targets and achieving the benefits of treatment as prevention.1 HIV self-testing (HIVST) is increasingly being recognized as an HIV testing approach that may appeal to hard-to-reach or high-risk individuals who would benefit from frequent HIV testing.2 Based on research showing high acceptability and interest in HIVST across a wide range of populations and settings,3–8 the WHO issued guidelines in December 2016 to support implementation and scale-up evidence-based HIVST approaches.9 Several countries in sub-Saharan Africa (SSA), including Kenya, have included HIVST in their testing guidelines and are currently developing plans to implement HIVST.9,10 Governments and donors are now exploring HIVST distribution strategies—including retail distribution—that are best suited to enhance HIV testing access among those who are not reached by existing HIV testing services (HTS). Although self-test kits may become available in private sector pharmacies and other retail outlets, the extent to which they must be subsidized remains unknown. High prices in the retail sector may impede access in target populations, but very low prices or free distribution would require larger public subsidies and potentially misallocate resources by targeting those who already seek existing HTS. There have been few studies that have assessed individuals' willingness to pay (WTP) for self-tests in SSA. Recent agreements between foundations and self-test manufacturers to achieve prices below current levels underscore the need for WTP data. To inform pricing policies for self-tests, we assessed WTP for self-tests among Kenyan women participating in a randomized trial. METHODS Data were collected as part of a randomized trial to evaluate whether secondary distribution of self-tests can promote partner and couples testing (ClinicalTrials.gov NCT02386215).11 Participants were 18-39-year-old women recruited between June 11, 2015 and January 16, 2016 from antenatal and postpartum clinics in 3 urban and peri-urban health centers in Kisumu, Kenya. Participants were randomized to either an HIVST group that received 2 HIV self-tests free-of-charge or to a comparison group that received invitation cards for the male partner to come for clinic-based HIV testing. Self-tests given to participants in the HIVST group were oral fluid-based HIV test kits (OraQuick Rapid HIV-1/2 antibody tests; OraSure Technologies, Bethlehem, PA). At the time of enrollment, participants were administered a baseline questionnaire that collected information on socioeconomic characteristics and health-related behaviors. Follow-up surveys were conducted with participants at 3 months to learn whether participants' primary partner had an HIV test and whether the couple tested together. The follow-up survey also asked participants in the HIVST group whether they would be willing to pay for HIV self-tests, and if yes, what amount of money they would be willing to pay. The primary outcome in this substudy was a binary indicator of whether participants were willing to pay a nonzero amount for self-tests (ie, WTP > 0). We made the conservative assumption that participants who reported that they were “not sure if they would pay for a self-test” had WTP = 0. The secondary outcome was the amount, in Kenyan Shillings (KSH), that participants were willing to pay for self-tests. We assumed that participants who were willing to pay something but reported either “don't know” for the WTP amount or refused to answer had a WTP equal to the median value among those with a WTP > 0. Various baseline characteristics of participants were used in our analyses. Categorical variables measured at baseline included educational attainment, occupation, self-reported chance of acquiring HIV in the future, and partner's HIV testing history in the past year. Participants' age, monthly income, and number of times tested for HIV in the past year were measured as continuous variables. Participants' marital status, condom use at last sex, and intimate partner violence history in the year before were classified as binary variables. Statistical Analyses We used a modified Poisson regression model to identify predictors of whether participants had a WTP > 0 for self-tests12 and an ordinary least squares linear regression to identify predictors of the amount that participants were willing to pay for HIV self-tests. All models included robust standard errors, as well as study site and interviewer-fixed effects. Analyses were conducted with Stata 14.1. The study received approval from the Scientific and Ethics Review Unit at the Kenya Medical Research Institute and the Office of Human Research Ethics at the University of North Carolina at Chapel Hill. RESULTS In total, 297 participants were randomized to the HIVST group, and 284 (96%) successfully completed a follow-up interview and provided responses to WTP questions. Four participants (1%) stated that they were “not sure if they would pay for a self-test” and were assigned a WTP = 0. In addition, 23 participants (8%) who were willing to pay something but reported either “don't know” for the WTP amount or refused to answer altogether had a WTP equal to the median value among those with a WTP > 0. A vast majority (250/284, 88%) reported that they would be willing to pay some amount of money for a self-test (Table 1). The median WTP amount among all participants was 100 KSH (interquartile range 50–150 KSH) or US $1 (interquartile range US $0.50–1.50). Participants with WTP = 0 and WTP > 0 had largely similar characteristics. Because participants were either pregnant or had recently delivered, most participants did not report any earnings in the past month. All participants who self-reported that they had a high chance of acquiring HIV reported that they were willing to pay for a self-test, whereas among those who reported a low chance or no chance, 16% (23/147) reported no WTP.TABLE 1.: Participants' Willingness to Pay for HIV Self-TestsIn regression analyses, the only variable significantly associated with WTP was participants' self-reported chance of acquiring HIV at baseline. Those who reported a high chance were more likely to have a WTP > 0 than those who reported a low chance (risk ratio 1.21; 95% confidence interval: 1.02 to 1.44). There were no differences in WTP amounts, however, between participants with high and low self-reported chances of acquiring HIV. Participants who had tested more often in the past had significantly lower WTP, with each additional HIV test in the past 12 months being associated with a decrease of 16.3 KSH ($0.16) in WTP amount (P = 0.001). DISCUSSION Women who sought antenatal and postpartum services in the study and had gained experience using oral fluid-based self-tests reported being willing to pay some money for self-tests in the future. This suggests that self-test kits need not be fully subsidized to achieve reasonable levels of uptake. At the same time, participants' WTP amounts indicated that demand will decline substantially if prices exceed US $1. Strengths of this study include its ascertainment of WTP from individuals who had a chance to become familiar with the new technologies and its focus on oral fluid-based test kits that are likely to become available for retail distribution. These findings could be relevant as the market for HIV self-tests takes shape, with donor agencies and governments making decisions on how much to subsidize the prices for these diagnostic products. This study also helps predict the distributional implications of alternative HIVST pricing policies. Participants' income and other socioeconomic characteristics were not strong predictors of WTP, but rather participants' self-assessed risk of acquiring HIV proved to be more relevant. Importantly, those who perceived themselves to be at high risk were more likely to be willing to pay some amount than those who were at low risk. Those who tested frequently in the past also had lower WTP. From an access standpoint, the findings from this study suggest that charging some money for self-tests may not exclude women at high risk or women with low utilization of existing HTS. The higher demand for self-tests in these groups may be due to both the financial barriers associated with clinic-based services and the greater convenience and privacy of self-tests. Although self-tests are not currently available for retail distribution in many countries, prices for oral fluid-based self-tests in most low- and middle-income countries have exceeded US $7.50,13 an amount that few participants in our study were willing to pay. The recent decision by the Bill and Melinda Gates Foundation to subsidize OraQuick test kits and lower their price to US $2 in priority countries in SSA is an important advance in this regard.14 Based on our findings, however, a price of US $2 may be above the WTP for many individuals. Additional subsidy from governments or greater economies of scale in production may be necessary to ensure high uptake. This study has several limitations. First, WTP was assessed among women who received free self-tests and gained experience using them. Because familiarity with HIVST is low in much of SSA, WTP in the general population may be lower than it was in women who participated in this study and thus became familiar with self-tests. Supportive evidence stems from a recent study in coastal Kenya, in which uptake of the oral self-tests was low among some pharmacy clients who were offered self-tests for US $1.15 Based on our study, the WTP amount of US $1 could be viewed as an upper bound of prices that should be charged in urban and peri-urban areas of Kenya where the study took place. Relatedly, it is likely that WTP will be lower in low-income, rural populations. However, these findings may not generalize to other countries or even other parts of Kenya, where similar assessments of WTP will be necessary to gauge demand. Finally, WTP was self-reported by participants and thus may not be the same as their true WTP. The associations we found are nonetheless useful for identifying segments of the population that have higher demand for self-tests. The pricing of diagnostic and preventive health products in poor countries is a topic that has received considerable attention in recent years. Several studies conducted in countries like Kenya and Zambia have used field-based pricing experiments in which prices are randomized to individuals to rapidly determine the demand for preventive inputs like antimalarial bednets and water filters.16,17 These studies have generally found a decline in demand with higher prices, suggesting that free distribution may be optimal. In some cases, however, small user fees have been rationalized as a way to increase revenue and reduce unnecessary use. Although these products are very different from diagnostics such as HIV self-tests, methods used to estimate demand for these products can be used to further explore the implications of alternative pricing strategies for self-tests. Additional studies exploring demand and WTP in different populations and settings are essential as countries seek to determine optimal subsidy levels for self-tests.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Unclear,Insufficient title/abstract information; requires full-text or additional metadata
11326,W4406542471,2025,Universal health coverage for women of reproductive ages: a survey-based comprehensive assessment of service utilisation and health expenditure in Tanzania,"Introduction: Universal health coverage (UHC) for women of reproductive ages is a critical component of country and global health strategies but most evidence in high-fertility settings is limited to maternity care. Our study aimed to comprehensively assess women's health service utilisation and expenditure, including an equity dimension. Methods: We conducted a household survey among 15-49 years as a nested study within the Magu health and demographic surveillance study, northwest Tanzania, during 2020-2021. Data were collected on self-reported health, fertility, utilisation of health services, health expenditure and health insurance. We analysed key indicators by household wealth quintiles, place of residence and health insurance, using logistic regression models controlling for age and other confounders. Results: Among 8665 women aged 15-49 years (response rate 81%), 3.0% reported poor or very poor health, 13% gave birth in the preceding year, and health insurance coverage was 5.1%. Coverage of antenatal (99.5%) and institutional delivery care (88%) were high; 7.3% of women reported at least one outpatient visit in the last 4 weeks, of which 81% were for their own non-maternal healthcare; 9.3% had been admitted to a hospital during the last year, and 74% of these admissions were for deliveries. The total average annual health expenditure per woman was about TZS 16 860 (US$7.50), of which 82% was for her own healthcare and 18% for maternity care. Additionally, women spent about TZS 23 172 (US$10.00) per year on self-treatment. The poorest women had poorer self-reported health, lower coverage of maternity care, lower utilisation of services for their own healthcare and lower health insurance coverage, and limited their expenditure by making greater use of nearby public services than richer women. Conclusion: Women spent more financial resources on their own non-maternal healthcare than maternity care with poorer women still facing disadvantages for their own healthcare. Health insurance programmes were hardly but were associated with an increase in service use. Comprehensive assessments of women's health needs, service use and expenditures with an equity focus are crucial for shaping UHC strategies tailored to women of reproductive ages.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Include,Meets primary financing-approach/UHC eligibility at title/abstract stage
